,Titulares,Texto,Otros_datos
450,"Jota, de Los Planetas: ""He tenido experiencias cercanas a la muerte por pura experimentación""","El físico nuclear Moncho López dirigió una de las populares tiendas de deportes y montó su primera panadería en 2004. Hoy, a los 43, tiene 54 locales en Madrid (14 propios, 40 franquicias) que facturan dos millones al mes.","noticia
porcentaje
Coincidencia 86%
07/05/2021PABLO GIL"
451,'Cruz de Navajas' y otros 5 planes para arrancar con ánimo el mes de mayo,"Este evento, que se emite este fin de semana en todo el mundo, reclama que todos los países puedan tener acceso a la vacuna contra el Covid-19","noticia
porcentaje
Coincidencia 80%
07/05/2021M. CANALES"
452,Courteney Cox echa por tierra una de las escenas más icónicas de Friends,"Su vocación le llevó a ocupar su primer cargo público con 25 años. Ha sido director general, diputado autonómico y concejal pero, como reconocido zaplanista, optó por apartarse de la primera línea cuando su referente perdió el control de PPCV. En 2019, su amigo Teodoro García Egea lo rescató en una ...","noticia
porcentaje
Coincidencia 70%
07/05/2021GTRES"
453,El PG de Castellón se dilata y el tripartito ya no prevé aprobarlo antes de agosto,El artista de origen otomano ha dado ritmo a telenovelas como 'Elif' u 'Omer sueños robados',"noticia
porcentaje
Coincidencia 70%
07/05/2021CHELO PASTOR"
454,"500 años de la batalla de los Comuneros, la primera revolución de la Europa moderna","Los Planetas vuelven a la actividad más desencantados, más críticos y más independientes que nunca con el propósito de hacer el retrato más incómodo del mundo pandémico","noticia
porcentaje
Coincidencia 72%
07/05/2021MANUEL LLORENTE"
455,"Manel Navarro: ""La marca España no funciona en Eurovisión""","Espectáculo El Teatro Espacio Raro de Ifema acoge Cruz de navajas, el esperado espectáculo musical que rinde homenaje a Mecano con una increíble puesta en escena","noticia
porcentaje
Coincidencia 81%
07/05/2021EDUARDO ÁLVAREZ"
456,"Moncho Chavea: ""Tenía un niño y no podía ni comprarle leche. Era un desastre y caí en una depresión""",Quien fuera Mónica en la famosísima serie ha desvelado que grabar la escena de la cabecera no fue para nada divertido,"noticia
porcentaje
Coincidencia 80%
07/05/2021LUIS ALEMANY"
457,Miguel Ríos: una vida privada tan hermética como exitosa su carrera,Las alegaciones en defensa del Conservatorio en Blasco Ibáñez se 'aplazan' al análisis del Plan Pormenorizado. El presupuesto del Acord de Fadrell se elevará «pronto» a la oposición,"noticia
porcentaje
Coincidencia 74%
06/05/2021LUIS FERNANDO ROMO"
458,Ludiente adalid del 'arte' de combatir la despoblación rural con micromecenazgo,Lorenzo Silva novela en 'Castellano' la revuelta de hace 500 años que acabó con el esbozo de una Constitución que pretendía limitar el poder del Rey,"noticia
porcentaje
Coincidencia 70%
06/05/2021E.M."
459,¿Agotada después del trabajo? Hazte con unos productos relajantes... ¡y date un buen baño!,"Sabe que durante mucho tiempo la mayoría va a identificarle como el del gallo. Pero él se lo toma con filosofía. Manel Navarro (Sabadell, 1996), quien fuera nuestro representante en el Festival de Eurovisión en 2017 con la canción Do It for Your Lover, está de vuelta en la música.","noticia
porcentaje
Coincidencia 70%
06/05/2021MARTA SOTILLO"
460,"Los chollos del día en Amazon: un TomTom al 45%, una cafetera Bialetti, un sistema de riego, bolsas enrollables para guardar la ropa...","Madrid, 1991. Cantante y productor. El «rey del trap gitano» es el socio más reflexivo de los Omar Montes y compañía . Su nueva canción, No me enamoro, es «una cumbia 'up tempo'» sobre los males de amores, tema eterno.","noticia
porcentaje
Coincidencia 81%
06/05/2021BAZAR"
461,Álex Casademunt será homenajeado por sus compañeros de OT en un concierto en Madrid,"Si Estados Unidos creó a Elvis Presley, nosotros tuvimos a Miguel Ríos. El rey del rock (75) lleva aparentemente retirado desde hace casi una década, disfrutando de una vida placentera, aunque discreta, junto a su pareja, Regina. Publica nuevo disco ahora, tras 12 años sin editar nuevos temas. No...","noticia
porcentaje
Coincidencia 72%
06/05/2021EFE"
462,El Razer Blade 15 es el mejor portátil de gaming del momento,La asociación Moviendo el Arte nació en Ludiente y busca el apoyo popular en un micromecenazgo para impulsar la cultura en la comarca y mantener con vida al pueblo y sus tradiciones,"noticia
porcentaje
Coincidencia 70%
06/05/2021BRUNO TOLEDANO"
463,Moncho Chavea: el vendedor ambulante que sobrevivió a una depresión y ahora rompe récords en YouTube,"¿Qué mejor manera de acabar una jornada laboral que con un buen baño con productos relajantes que nos ponga en modo off? Según el 'psicólogo' de un anuncio de Nescafé de hace ya unos cuantos años, 'quando arrivi a casa, ti 'mereci' un premio' (las patadas al diccionario italiano no son nuestras,...","noticia
porcentaje
Coincidencia 79%
06/05/2021ANDREA M. ROSA DEL PINO"
464,Los hijos de Imanol Arias siguen sus pasos: Daniel también aparecerá en 'Cuéntame (otra vez)',"Seleccionamos las mejores ofertas y los descuentos que puedes encontrar en la plataforma líder del 'ecommerce'. Hay productos de todas las categorías: hogar, tecnología, deporte, belleza, moda, ocio...","noticia
porcentaje
Coincidencia 72%
06/05/2021FÁTIMA ELIDRISSI"
465,Estos son los palacios más bonitos de España que ya se pueden visitar por dentro,"Marta Sánchez, Pancho Céspedes, Merche o Marta Botía también estarán en el evento, presentador por Nina","noticia
porcentaje
Coincidencia 70%
06/05/2021LOLA MORA"
466,"Arranca la nueva entrega del Festival Rizoma: cine independiente, música y caminatas por Madrid","Razer por fin a lanzado con teclado en español sus ordenadores, que son tan potentes, bonitos y tienen pantallas tan buenas que es imposible no adorarlos","noticia
porcentaje
Coincidencia 74%
05/05/2021EL MUNDO"
467,Diez restaurantes para comer bien en los alrededores del Retiro,El artista madrileño sufrió bullying y agorafobia. Pero la necesidad y su fe lo rescataron del vacío y hoy es uno de los productores más solicitados de España.,"noticia
porcentaje
Coincidencia 70%
05/05/2021AMAYA GARCIA"
468,"El entierro humano más antiguo en África es el de este niño de tres años, Mtoto","Tras protagonizar 'El internado: Las cumbres', el benjamín de Arias vuelve a trabajar en la serie que su padre protagoniza, como ya hicieron su hermano, Jon, o su madre, Pastora Vega.","noticia
porcentaje
Coincidencia 70%
05/05/2021TERESA GUERRERO"
469,Fortnite contra Apple: el juicio que definirá el futuro de las apps,"De Madrid a León con parada en Sevilla y Cantabria, estos son cinco palacios fastuosos que abren sus puertas a visitantes para conocer, acompañados de un guía experto, su valioso patrimonio y sus secretos.","noticia
porcentaje
Coincidencia 72%
05/05/2021ÁNGEL JIMÉNEZ DE LUIS"
470,"Los chollos del día en Amazon: una freidora de aire, el videojuego de los Sims, un 'smartwatch', zapatillas New Balance al 50%...",La novena edición del evento cultural madrileño tendrá lugar entre los días 6 y 13 de mayo en diferentes salas y espacios de la capital,"noticia
porcentaje
Coincidencia 72%
05/05/2021BAZAR"
471,"Valenciano y griego, las ratios más bajas para la oposición docente frente a música y educación física",La variedad de propuestas la ha convertido en zona de moda otra vez. Hay interesantes aperturas y cartas renovadas de lo más apetecibles.,"noticia
porcentaje
Coincidencia 81%
05/05/2021CARMEN HERNÁNDEZ"
472,David Bustamante se sincera como nunca sobre su relación con Paula Echevarría,"Mtoto, un niño sapiens que murió a los tres años en el territorio que hoy es Kenia, revela cómo los primeros humanos modernos trataban a sus muertos","noticia
porcentaje
Coincidencia 70%
05/05/2021LOC"
473,Los festivales de Castellón definirán su formato y los protocolos de seguridad con Sanidad el 17 de mayo,"Esta semana ha comenzado el juicio que enfrenta a Epic Games, creadores de Fortnite, y Apple por las condiciones que esta última impone en su tienda de aplicaciones AppStore.","noticia
porcentaje
Coincidencia 86%
05/05/2021DANIEL VICENTE"
474,"Coronavirus España hoy, noticias de última hora | Sanidad notifica 4.515 nuevos casos y 106 muertos mientras la incidencia baja 10 puntos","Para celerar la llegada del buen tiempo, te dejamos una selección de las mejores ofertas y los descuentos que puedes encontrar en Amazon. Hay productos de todas las categorías: hogar, tecnología, deporte, belleza, moda, ocio...","noticia
porcentaje
Coincidencia 73%
05/05/2021ISABEL VELLOSO | CRISTÓBAL TOLEDO | JAVIER MUNERA | ANA CARRASCO"
475,"Pastora Soler: ""Sin el disfraz de 'Másk Singer' nunca habría cantado en inglés en público""","Por contra la ratio más alta en Secundaria, es decir el mayor número de aspirantes a conseguir plaza, se concreta en las especialidades de educación física y música","noticia
porcentaje
Coincidencia 79%
05/05/2021LUIGI BENEDICTO BORGES"
476,"""¿Quiere que esta app le rastree?"": la frase que ha desatado la guerra entre Apple y Facebook",A David Bustamante no le gusta la prensa del corazón. Detesta cuando los paparazzi le siguen por la calle y no soporta que los reporteros le pregunten por su vida privada.,"noticia
porcentaje
Coincidencia 70%
05/05/2021Pablo Pardo"
477,El enigmático hechizo de las 'Elegías de Duino' de Rilke,"La Conselleria atenderá a los promotores de citas musicales como el SanSan después del previsible fin del estado de alarma para aclarar cuestiones como los aforos, los protocolos y fechas","noticia
porcentaje
Coincidencia 70%
05/05/2021MANUEL LLORENTE"
478,"Extremoduro aplaza una vez más su gira de despedida, a la espera de la decisión de Robe Iniesta",Los últimos datos del Ministerio elevan la cifra total de contagios en España desde que comenzó la pandemia hasta los 3.544.945. La cifra de fallecidos crece hasta los 78.399 y la incidencia desciende a 213 puntos,"noticia
porcentaje
Coincidencia 76%
04/05/2021elena g.diez"
479,La Audiencia de Barcelona estudia pedir a JxCat más de tres millones de euros del desvío de CDC en el 'caso Palau',"Pastora Soler (Coria del Río, Sevilla, 1978) se muestra exultante","noticia
porcentaje
Coincidencia 74%
04/05/2021GERMÁN GONZÁLEZ"
480,"BMW R 1200 RT, la reina del turismo",Los gigantes tecnológicos se enfrentan en un tenso juicio a raíz de esta pregunta que el software iOS14.5 hace a sus usuarios,"noticia
porcentaje
Coincidencia 73%
04/05/2021Florián R. S."
481,"Luis Miguel: ¿Qué ha sido de Alejandro y Sergio, los hermanos del 'Sol de México'?","El editor Pedro Tabernero publica una nueva edición de uno de los libros fundamentales de la poesía del siglo XX, con textos de Antonio Lucas y Luis Antonio de Villena","noticia
porcentaje
Coincidencia 70%
04/05/2021EDURNE URRETA"
482,"Eva Yerbabuena: ""Creen que el flamenco es una fiesta continua, pero es un trabajo muy duro""",Live Nation retrasa la gira de despedida del grupo y deja en manos de Robe la posibilidad de realizar el tour en 2022,"noticia
porcentaje
Coincidencia 74%
04/05/2021SILVIA MORENO"
483,"Jorge Valdano: ""El fútbol está lleno de futbolistas de izquierdas que no saben que lo son""","Insta al partido a personarse en el procedimiento, igual que el PDeCAT, para determinar si son formaciones herederas de Convergència","noticia
porcentaje
Coincidencia 70%
03/05/2021Iñako Díaz-Guerra"
484,El polémico bicentenario de la muerte de Napoleón: ¿fue un libertador o un esclavista?,"Nos subimos a la reina indiscutible del segmento de las 100% touring GT de gran cilindrada, que copó el año pasado el 71% de las ventas de este reducido grupo de motocicletas.","noticia
porcentaje
Coincidencia 70%
03/05/2021IÑAKI GIL"
485,"""Temo por mis hijos. El futuro pinta oscuro y nos quieren separar del Reino Unido""","Millones de personas siguen enganchadas a la vida de Luis Miguel, reflejada en la serie de Netflix. Su biógrafo cuenta a LOC cómo es el cantante y qué ha sido de sus hermanos.","noticia
porcentaje
Coincidencia 70%
03/05/2021CARLOS FRESNEDA"
486,"Elecciones Madrid, últimas noticias | El PSOE denuncia a Ayuso ante la Junta Electoral por su uso partidista del 2 de mayo","Eva Yerbabuena. Fráncfort, 1970. La bailaora y coreógrafa estrena el espectáculo 'Al igual que tú' el 6 de mayo en el Festival Flamenco de Jerez. Su sobrina de 17 años Ella Garry se subirá con ella al escenario. Quienes han visto los ensayos coinciden: emoción asegurada.","noticia
porcentaje
Coincidencia 70%
03/05/2021SARA POLO , JAVIER MUNERA"
487,La Policía archiva la investigación abierta por el robo de más 5.000 euros en el Palau de la Música de Valencia,"En un mundo que frecuentemente considera que la cultura y la sensibilidad son defectos, Jorge Valdano hace tiempo que asumió su rol sin inmutarse","noticia
porcentaje
Coincidencia 79%
03/05/2021EUROPA PRESS"
488,"Warren Buffett, el octavo hombre más rico del mundo, nombra al sucesor de su empresa","¿Fue Bonaparte el prototipo del dictador moderno? ¿O la espada que defendió las conquistas de la Revolución Francesa? El bicentenario de su muerte, este miércoles, aviva una polémica colosal, pero a nadie se leocurre quitar una estatua del corso. Por cierto, ¿era de derechas o de izquierdas?","noticia
porcentaje
Coincidencia 70%
03/05/2021PABLO PARDO"
489,"Los chollos de la semana en Amazon: unas zapatillas New Balance al 50%, una máquina Arcade, un step para hacer aeróbic...","Las batallas campales regresan a Belfast, que aún conserva sus 'muros de paz'","noticia
porcentaje
Coincidencia 70%
03/05/2021BAZAR"
490,"Coronavirus España hoy, noticias de última hora | Un observatorio de médicos ""suspende"" la gestión de la pandemia en Madrid",Los partidos se repliegan en el día de reflexión y la Comunidad de Madrid se prepara para las elecciones,"noticia
porcentaje
Coincidencia 74%
03/05/2021ISABEL VELLOSO , JAVIER MUNERA"
491,"La historia del último de Los Panchos, el rompecorazones que encantó a Rocío Jurado",La investigación no ha permitido 'identificar a nadie como autor' no se descarta que pudiera haber un error en el recuento del taquillaje,"noticia
porcentaje
Coincidencia 77%
03/05/2021ANDREA M. ROSA DEL PINO"
492,El camino de las bandas de música valencianas para ser Patrimonio de la Humanidad,"Será Greg Abel, que lleva tres año sal frente de las operaciones del conglomerado de Buffet","noticia
porcentaje
Coincidencia 86%
03/05/2021EL MUNDO"
493,"Elecciones Madrid, últimas noticias | Rita Maestre define Más Madrid como la ""alternativa al trumpismo madrileño"" del PP","Una selección de las mejores ofertas y los descuentos que puedes encontrar en Amazon en hogar, tecnología, deporte, belleza, moda...","noticia
porcentaje
Coincidencia 73%
02/05/2021SARA POLO , J.D. Madueño"
494,"Marianne Faithfull: ""Lo mío es el lado salvaje y bohemio""","Extremadura detecta la variante india en un contagiado procedente de Madrid, que tuvo contacto con un ciudadano indio en un máster internacional","noticia
porcentaje
Coincidencia 81%
02/05/2021José Fajardo"
495,"Coronavirus España hoy, noticias de última hora","El reconocido cantante se presenta el 4 y el 5 de mayo en Madrid, junto al grupo Mocedades, en un histórico homenaje a su amigo Armando Manzanero.","noticia
porcentaje
Coincidencia 70%
02/05/2021ISABEL VELLOSO , JAVIER MUNERA"
496,"Coronavirus España hoy, noticias de última hora | Sanidad notifica 9.135 nuevos casos y 136 muertes; la incidencia baja a 229","La Federación de Sociedades Musicales de la Comunidad Valenciana prepara su candidatura, que cuenta ya con el apoyo de la Generalitat Valenciana","noticia
porcentaje
Coincidencia 74%
01/05/2021ESTHER MUCIENTES | CRISTÓBAL TOLEDO"
497,El PP negocia con el PNV una alternativa al estado de alarma de Pedro Sánchez,"Este domingo marca el cierre de campaña a las elecciones en Madrid con los últimos mítines de los candidatos, en busca de los votantes indecisos","noticia
porcentaje
Coincidencia 70%
30/04/2021JUANMA LAMET"
498,"La tragedia del Monte Merón: ""Es un milagro que no hubiera ocurrido antes""","Superviviente de todos los excesos, la cantante reaparece con un disco sobre la soledad y la muerte tras enfermar y casi morir de Covid","noticia
porcentaje
Coincidencia 70%
30/04/2021SAL EMERGUI"
499,Decenas de muertos y un centenar de heridos en una avalancha en una festividad religiosa masiva en el Monte Merón al norte de Israel,Detectan tres casos de la cepa india entre la tripulación del barco aislado en Vigo,"noticia
porcentaje
Coincidencia 70%
30/04/2021SAL EMERGUI"
