,Texto,Clase,Fecha,Autores,Coincidencia_elmundo
842,eurovision 2021: estos son los 10 clasificados de la segunda semifinal,noticia,2021-05-21,TRESB,70
843,"måneskin, los rockeros italianos que pasaron de cantar en las calles de roma a ser favoritos en eurovision",noticia,2021-05-21,ANDREA M ROSA DEL PINO,76
844,"cepeda: ""muchas chicas cantan y bailan machistadas sin plantearselo""",noticia,2021-05-20,CRISTINA GALAFATE,86
845,los grandes perdedores de eurovision: de las burlas a remedios amaya al gallo de manel navarro,noticia,2021-05-20,E G D,86
846,"muere mc kevin, gran amigo de neymar, al caer de un quinto piso mientras trataba de escapar de su mujer, a la que estaba siendo infiel",noticia,2021-05-20,GTRES  LOC,70
847,mad cool confirma la cancelacion del festival de julio de 2021,noticia,2021-05-20,MARA VAQUERO,74
848,"el teatro real presenta su programacion 2021-2022: ""nos encantaria que placido domingo vuelva a cantar aqui, pero en esta proxima temporada no esta previsto""",noticia,2021-05-20,DARO PRIETO,76
849,marina d'or seduce al turismo nacional con descuentos del 35%,noticia,2021-05-20,VCTOR NAVARRO,70
850,billy porter revela que es vih positivo,noticia,2021-05-20,GTRES,70
851,"los chollos del dia en amazon: un 'smartwatch' al 64%, unos auriculares sony, un corrector de ojeras maybelline, una camiseta jack & jones por 5 euros...",noticia,2021-05-20,BAZAR,74
852,"cher: mas que una diva recauchutuda, mas que un furor sexual indomable y mas que una millonaria fortuna",noticia,2021-05-20,JAVIER BLNQUEZ,80
853,"sinead o'connor revela una ""aterradora"" experiencia con prince: ""tuve que huir de su casa en medio de la noche""",noticia,2021-05-19,,72
854,"pilar y margarita, las grandes desconocidas de la famila real en permanente conflicto de lealtades",noticia,2021-05-19,M M,70
855,"los chollos del dia en amazon: una barbacoa sin humos, rosa mosqueta, un repetidor wifi, una almohada para las piernas...",noticia,2021-05-19,BAZAR,74
856,el verano con mas experiencias en mas camarena,noticia,2021-05-19,EL MUNDO,70
857,la inmediata diversion de conducir un maserati mc20,noticia,2021-05-19,,70
858,"dvicio: ""en españa apoyamos mas al artista de fuera que al de casa""",noticia,2021-05-19,NOELIA MARN,86
859,la melena leonina de cindy crawford en los 90... y su inesperado regreso en 2021,noticia,2021-05-19,,72
860,"coronavirus españa hoy, ultima hora | las ccaa administran 22.587.343 dosis de las vacunas contra el covid-19",noticia,2021-05-19,ISABEL VELLOSO  JAVIER MUNERA  PABLO HERRAIZ | ANA CARRASCO,73
861,"bob dylan cumple 80 años: 400 millones mas en el banco, un escandalo por el premio nobel y la misma fama de 'tocapelotas'",noticia,2021-05-19,DARO PRIETO,80
862,"corral de la moreria: aniversario, reapertura y leyenda",noticia,2021-05-19,LUIGI BENEDICTO BORGES,73
863,fitur: a la caza y captura del turista español en la edicion menos internacional y multitudinaria,noticia,2021-05-19,ISABEL GARCA,70
864,"william deresiewicz: ""este es el peor momento para ser artista desde la segunda guerra mundial""",noticia,2021-05-19,PABLO GIL,86
865,"lalo schifrin, el argentino que tardo tres minutos en componer el tema principal de mision imposible y que hoy vive en la mansion de groucho marx",noticia,2021-05-19,LUIS FERNANDO ROMO,74
866,"alejandro nones, el galan de quien mato a sara: ""casi siempre es mentira lo que se dice de mi""",noticia,2021-05-19,ANDREA M ROSA DEL PINO,72
867,"russian red: ""me violenta la palabra puta, pero me parece interesante reapropiarsela""",noticia,2021-05-19,DARO PRIETO,84
868,"franco battiato, el cantautor intelectual que meditaba dos veces al dia en su castillo en las faldas del etna",noticia,2021-05-18,LUIS FERNANDO ROMO,73
869,mask singer 2 presenta sus 15 mascaras: primeras pistas y teorias,noticia,2021-05-18,TRESB,73
870,"muere franco battiato a los 76 años, el humanista del pop",noticia,2021-05-18,PABLO GIL,86
871,"quiero verte danzar, centro de gravedad permanente y otras canciones inolvidables de franco battiato",noticia,2021-05-18,EL MUNDO,80
872,"los ultimos dias de franco battiato, contados por su hermano: ""ni se dio cuenta de que se moria""",noticia,2021-05-18,CHIARA MAFFIOLETTI  FELICE CAVALLARO,77
873,"musica, teatro y concursos para celebrar el dia internacional de los museos en madrid",noticia,2021-05-18,EUROPA PRESS,77
874,franco battiato y la nueva generacion: del melocoton de call me by your name a la boda de la casa de papel,noticia,2021-05-18,PABLO R ROCES,76
875,el festival bilbao bbk live se pospone hasta 2022 debido al coronavirus,noticia,2021-05-18,EUROPA PRESS,76
876,fallas 2021: burriana alzara los 19 monumentos para el puente del 9 al 12 de octubre,noticia,2021-05-18,,70
877,ariana grande se casa en secreto con el agente inmobiliario de lujo dalton gomez,noticia,2021-05-18,AFP,76
878,"dj nano, su libro confesion: ""la musica me salvo de la mala vida""",noticia,2021-05-18,JAIME RODRGUEZ,86
879,"arcangel: ""el flamenco nunca va a estar en riesgo de extincion""",noticia,2021-05-18,SILVIA MORENO,76
880,seis planes para disfrutar de la semana en madrid,noticia,2021-05-18,M CANALES,70
881,"maria juncal, una bailora flamenca que triunfa en medio mundo y trae su alegria a madrid",noticia,2021-05-18,JAVIER ESTRADA,80
882,"barbara pravi, la favorita para ganar el certamen y su conexion con españa a traves de rocio carrasco",noticia,2021-05-18,ANDREA M ROSA DEL PINO,72
883,"la epidemia del fentanilo, la droga 40 veces mas potente que la heroina que se extiende por todo el mundo",noticia,2021-05-17,QUICO ALSEDO  ILUSTRACIN LUCA MARTN,72
884,centros educativos san cristobal premia la excelencia academica,noticia,2021-05-17,EL MUNDO,70
885,"el lunes de los famosos, en imagenes",foto,2021-05-17,LOC,70
886,"la odisea del pianista español que huyo de israel tras ganar un premio: ""el estres, el estar atrapado, el ruido de las sirenas, las explosiones es una pesadilla""",noticia,2021-05-17,DARO PRIETO,74
887,"enya celebra su 60 cumpleaños 'encerrada' en su castillo de 3,8 millones de euros y en compañia de sus muchos gatos",noticia,2021-05-17,ALBERTO MUOZ,79
888,"jose felix sanz: ""no hay siete puntos de diferencia en presion fiscal entre españa y europa, es un dato inventado o, al menos, incorrecto""",noticia,2021-05-17,DANIEL VIAA,70
889,"maialen de 'ot' es ahora chica sobresalto: ""si tengo que volver a limpiar sitios no pasa nada""",noticia,2021-05-17,DARO PRIETO,79
890,un reloj con gps para controlar donde estan los hijos,noticia,2021-05-16,ANA MARTA ORTIZ,70
891,"don fernando, el emplazado: una buena opera española (en italiano), esperada durante 147 años",noticia,2021-05-16,TOMS MARCO,79
892,el presidente de la diputacion ensalza en el dia de la provincia la gratitud de los castellonenses al trabajo de los sanitarios,noticia,2021-05-16,EL MUNDO,72
893,"los chollos de la semana en amazon: un secador philips al 40%, un molde de lekue para hacer helado estilo calippo en casa, un corrector de ojeras maybelline...",noticia,2021-05-16,BAZAR,74
894,"el 'santuario' secreto del atletico en el wanda: camisetas miticas, bufandas y un lema",noticia,2021-05-16,CARLOS GUISASOLA,70
895,la superioridad absoluta del juli,noticia,2021-05-15,J D M,72
896,anis del mono: el tiron 'cool' del chute vigorizante de los obreros que invento un catalan y ahora se rentabiliza en andalucia,noticia,2021-05-15,INMACULADA COBO,73
897,castellon sera la capital del jazz del 20 al 23 de mayo,noticia,2021-05-15,EL MUNDO,79
898,antonio el bailarin: el ostracismo al que le condeno jesus aguirre por su lengua viperina sobre la duquesa de alba,noticia,2021-05-15,LUIS FERNANDO ROMO,70
899,"hiba abouk: ""¿un sueño? protagonizar un remake de 'cleopatra'''",noticia,2021-05-15,A GABRIEL,73
900,las infantas pilar y margarita y el regalo de don juan carlos que hizo llorar a todos,noticia,2021-05-14,MARINA PINA,72
901,"ptazeta: ""nos camuflan los ojos con una venda de progreso que no existe""",noticia,2021-05-14,CRISTINA LUIS  REDA SLAFTI V,76
902,"¿quien es la xinni, la 'tiktoker' que triunfa con el videoclip de decidida?",noticia,2021-05-14,TRESB,79
903,conciertos (y otros espectaculos) para celebrar san isidro,noticia,2021-05-14,ROCO NAVARRO,83
904,bono y the edge de u2 se unen con martin garrix para la cancion oficial de la eurocopa,noticia,2021-05-14,EFE,84
905,"""me gusta marihuana, me gustas tu"": que ha sido de manu chao, 20 años despues de su gran exito",noticia,2021-05-14,,73
906,miley cyrus sorprende dedicando un potente mensaje a liam hemsworth,noticia,2021-05-14,GTRES,70
907,"la loca historia del magnate que descubrio a oasis y otros grupazos: ""queria forrarse, pasarselo en grande y lanzar nuevas estrellas""",noticia,2021-05-14,ISMAEL MARINERO,77
908,"stay homas: ""la gente tiene que entender que hay que comprar una entrada para ver al grupo que te gusta""",noticia,2021-05-14,MARA VAQUERO,84
909,ifema aplaza la inauguracion de san isidro en sus instalaciones,noticia,2021-05-13,MARA VAQUERO,70
910,"el rototom propone a de benicàssim un recinto de festivales y eventos culturales los ""365 dias del año""",noticia,2021-05-13,EFE,80
911,"el sonar 2022 anuncia a the chemical brothers, the blaze y arca como primeros artistas",noticia,2021-05-13,EUROPA PRESS,86
912,"los chollos del dia en amazon: superzings, una silla para el coche cybex, un electroestimulador, una cafetera de capsulas bosch...",noticia,2021-05-13,BAZAR,80
913,siete propuestas a tener en cuenta esta semana,noticia,2021-05-13,M CANALES,74
914,por que este hiit es el nuevo entrenamiento de moda para adelgazar y divertirse al ritmo de la musica,noticia,2021-05-13,MARISA DEL BOSQUE,80
915,"ejercito de los muertos, borrar el historial y todos los estrenos de cine de la semana",noticia,2021-05-13,JAVIER ESTRADA,72
916,amistades peligrosas se reencuentran 30 años... y una trama 'gurtel' despues,noticia,2021-05-13,GTRES,81
917,"manuel carrasco, primer artista confirmado para el festival som castello",noticia,2021-12-05,EM,76
918,san isidro regresa con conciertos bajo reserva previa de entrada en distintos escenarios de madrid,noticia,2021-12-05,VIRGINIA GMEZ,74
919,manuel alejandro no obtiene el premio princesa de asturias de las artes,noticia,2021-12-05,LOC,80
920,dua lipa triunfa en unos brit awards dominados por las mujeres,noticia,2021-12-05,EFE,81
921,"el 'paraiso' del liceu: anna netrebko y gustavo dudamel, pero tambien anne carson y antonio lopez",noticia,2021-12-05,VANESSA GRAELL,72
922,"los chollos del dia en amazon: una estanteria para el baño, una almohada para las piernas, un secador de pelo philips, una aspiradora de mano sin cable...",noticia,2021-12-05,BAZAR,79
923,"dua lipa, taylor swift y los mejores looks de la alfombra roja de los premios brit 2021",foto,2021-12-05,MARISA DEL BOSQUE,73
924,"asi sera la fiesta de la pradera de san isidro en ifema: conciertos, 'foodtrucks', controles de temperatura y aforo limitado",noticia,2021-12-05,MARA VAQUERO,70
925,"najwa nimri: ""el papel mas importante es el que lidero en casa, y ese no siempre me sale como quiero""",noticia,2021-11-05,MARISA DEL BOSQUE,70
926,el fbi desclasifica los archivos sobre la muerte de kurt cobain,noticia,2021-11-05,PABLO PARDO,76
927,"la prohibida: ""la 'libertad' de ayuso es cargarse muchas libertades""",noticia,2021-11-05,VANESSA GRAELL,74
928,"juan jose tellez: ""no hay nada mas disidente que la lujuria y el sexo""",noticia,2021-11-05,SILVIA MORENO,74
929,los cinco documentales de estrellas de la musica mas interesantes,noticia,2021-11-05,LUIGI BENEDICTO BORGES,84
930,jesus aguirre: el ex cura que enamoro a la duquesa y que fue como la madrastra de cenicienta para sus hijos,noticia,2021-11-05,CONSUELO FONT,70
931,premio al teatro real como mejor opera del mundo,noticia,2021-10-05,DARO PRIETO,74
932,teatro con impacto cero gracias a la energia que se logra pedaleando,noticia,2021-10-05,ISABEL MUNERA,70
933,placido domingo vuelve a cantar en españa,noticia,2021-10-05,DARO PRIETO,77
934,"irene de grecia, la princesa peculiar: no va a peluquerias, no lleva joyas y no le da importancia a sus estilismos",noticia,2021-10-05,CONSUELO FONT,70
935,"miles de españoles, de fiesta tras el fin del estado de alarma: ""por fin podemos estar en la calle y no sentirnos como delincuentes""",noticia,2021-09-05,EL MUNDO,73
936,"emmanuel macron: ""europa tiene que redescubrir la ambicion""",noticia,2021-09-05,BEATRIZ ROS,70
937,la maestra de musica que hace bailar a los niños menas,noticia,2021-09-05,MARTN MUCHA,86
938,"la robot sophia a la madrileña, y sus cinco vestidos",noticia,2021-09-05,PACO REGO,74
939,"otegi presiona a sanchez con ""llevar a la gente a la calle"" para que cumpla su pacto de finiquitar la reforma laboral",noticia,2021-09-05,JOSEAN IZARRA,70
940,"cinco razones para no perderse nomadland, una pelicula de oscar",noticia,2021-09-05,JAVIER ESTRADA,70
941,"los chollos de la semana en amazon: un 'smartwatch' al 57%, una chaqueta adidas, un corrector de ojeras de maybelline...",noticia,2021-09-05,BAZAR,80
942,"coronavirus españa hoy, noticias de ultima hora | miles de madrileños se echan a la calle para festejar el fin del toque de queda y la policia desaloja la puerta del sol",noticia,2021-09-05,ESTHER MUCIENTES | SANTIAGO SAIZ | ANA CARRASCO,70
943,la exposicion 'urbana' que convierte el camino de santiago en una galeria de arte de 140 kilometros,noticia,2021-09-05,ISABEL MUOZ,70
944,el 'loco de la colina': casado a los 80 y vacunado,noticia,2021-08-05,CHEMA RODRGUEZ,70
945,"la hija de floyd y su vision cumplida:""mi papi ha cambiado el mundo""",noticia,2021-08-05,PABLO PARDO,70
946,moncho lopez (levadura madre): de dirigir un decathlon a hacerse rico con pan sano y 'gourmet',noticia,2021-08-05,BEATRIZ MIRANDA,70
947,"vax live: el concierto provacunas que ha reunido a jeniffer lopez, j balvin, el papa y joe biden",noticia,2021-08-05,EFE,73
948,"carlos mazon, el politico que supo esperar a su generacion",noticia,2021-08-05,INMA LIDN,70
949,"murat evgin, el compositor que puso musica española a los culebrones turcos",noticia,2021-08-05,E D,83
950,"jota, de los planetas: ""he tenido experiencias cercanas a la muerte por pura experimentacion""",noticia,2021-07-05,PABLO GIL,86
951,'cruz de navajas' y otros 5 planes para arrancar con animo el mes de mayo,noticia,2021-07-05,M CANALES,80
952,courteney cox echa por tierra una de las escenas mas iconicas de friends,noticia,2021-07-05,GTRES,70
953,el pg de castellon se dilata y el tripartito ya no preve aprobarlo antes de agosto,noticia,2021-07-05,CHELO PASTOR,70
954,"500 años de la batalla de los comuneros, la primera revolucion de la europa moderna",noticia,2021-07-05,MANUEL LLORENTE,72
955,"manel navarro: ""la marca españa no funciona en eurovision""",noticia,2021-07-05,EDUARDO LVAREZ,81
956,"moncho chavea: ""tenia un niño y no podia ni comprarle leche. era un desastre y cai en una depresion""",noticia,2021-07-05,LUIS ALEMANY,80
957,miguel rios: una vida privada tan hermetica como exitosa su carrera,noticia,2021-06-05,LUIS FERNANDO ROMO,74
958,ludiente adalid del 'arte' de combatir la despoblacion rural con micromecenazgo,noticia,2021-06-05,EM,70
959,¿agotada despues del trabajo? hazte con unos productos relajantes... ¡y date un buen baño!,noticia,2021-06-05,MARTA SOTILLO,70
960,"los chollos del dia en amazon: un tomtom al 45%, una cafetera bialetti, un sistema de riego, bolsas enrollables para guardar la ropa...",noticia,2021-06-05,BAZAR,81
961,alex casademunt sera homenajeado por sus compañeros de ot en un concierto en madrid,noticia,2021-06-05,EFE,72
962,el razer blade 15 es el mejor portatil de gaming del momento,noticia,2021-06-05,BRUNO TOLEDANO,70
963,moncho chavea: el vendedor ambulante que sobrevivio a una depresion y ahora rompe records en youtube,noticia,2021-06-05,ANDREA M ROSA DEL PINO,79
964,los hijos de imanol arias siguen sus pasos: daniel tambien aparecera en 'cuentame (otra vez)',noticia,2021-06-05,FTIMA ELIDRISSI,72
965,estos son los palacios mas bonitos de españa que ya se pueden visitar por dentro,noticia,2021-06-05,LOLA MORA,70
966,"arranca la nueva entrega del festival rizoma: cine independiente, musica y caminatas por madrid",noticia,2021-05-05,EL MUNDO,74
967,diez restaurantes para comer bien en los alrededores del retiro,noticia,2021-05-05,AMAYA GARCIA,70
968,"el entierro humano mas antiguo en africa es el de este niño de tres años, mtoto",noticia,2021-05-05,TERESA GUERRERO,70
969,fortnite contra apple: el juicio que definira el futuro de las apps,noticia,2021-05-05,NGEL JIMNEZ DE LUIS,72
970,"los chollos del dia en amazon: una freidora de aire, el videojuego de los sims, un 'smartwatch', zapatillas new balance al 50%...",noticia,2021-05-05,BAZAR,72
971,"valenciano y griego, las ratios mas bajas para la oposicion docente frente a musica y educacion fisica",noticia,2021-05-05,CARMEN HERNNDEZ,81
972,david bustamante se sincera como nunca sobre su relacion con paula echevarria,noticia,2021-05-05,LOC,70
973,los festivales de castellon definiran su formato y los protocolos de seguridad con sanidad el 17 de mayo,noticia,2021-05-05,DANIEL VICENTE,86
974,"coronavirus españa hoy, noticias de ultima hora | sanidad notifica 4.515 nuevos casos y 106 muertos mientras la incidencia baja 10 puntos",noticia,2021-05-05,ISABEL VELLOSO | CRISTBAL TOLEDO | JAVIER MUNERA | ANA CARRASCO,73
975,"pastora soler: ""sin el disfraz de 'mask singer' nunca habria cantado en ingles en publico""",noticia,2021-05-05,LUIGI BENEDICTO BORGES,79
976,"""¿quiere que esta app le rastree?"": la frase que ha desatado la guerra entre apple y facebook",noticia,2021-05-05,P P,70
977,el enigmatico hechizo de las 'elegias de duino' de rilke,noticia,2021-05-05,MANUEL LLORENTE,70
978,"extremoduro aplaza una vez mas su gira de despedida, a la espera de la decision de robe iniesta",noticia,2021-04-05, ,76
979,la audiencia de barcelona estudia pedir a jxcat mas de tres millones de euros del desvio de cdc en el 'caso palau',noticia,2021-04-05,GERMN GONZLEZ,74
980,"bmw r 1200 rt, la reina del turismo",noticia,2021-04-05,F R S,73
981,"luis miguel: ¿que ha sido de alejandro y sergio, los hermanos del 'sol de mexico'?",noticia,2021-04-05,EDURNE URRETA,70
982,"eva yerbabuena: ""creen que el flamenco es una fiesta continua, pero es un trabajo muy duro""",noticia,2021-04-05,SILVIA MORENO,74
983,"jorge valdano: ""el futbol esta lleno de futbolistas de izquierdas que no saben que lo son""",noticia,2021-03-05,I DG,70
984,el polemico bicentenario de la muerte de napoleon: ¿fue un libertador o un esclavista?,noticia,2021-03-05,IAKI GIL,70
985,"""temo por mis hijos. el futuro pinta oscuro y nos quieren separar del reino unido""",noticia,2021-03-05,CARLOS FRESNEDA,70
986,"elecciones madrid, ultimas noticias | el psoe denuncia a ayuso ante la junta electoral por su uso partidista del 2 de mayo",noticia,2021-03-05,SARA POLO  JAVIER MUNERA,70
987,la policia archiva la investigacion abierta por el robo de mas 5.000 euros en el palau de la musica de valencia,noticia,2021-03-05,EUROPA PRESS,79
988,"warren buffett, el octavo hombre mas rico del mundo, nombra al sucesor de su empresa",noticia,2021-03-05,PABLO PARDO,70
989,"los chollos de la semana en amazon: unas zapatillas new balance al 50%, una maquina arcade, un step para hacer aerobic...",noticia,2021-03-05,BAZAR,70
990,"coronavirus españa hoy, noticias de ultima hora | un observatorio de medicos ""suspende"" la gestion de la pandemia en madrid",noticia,2021-03-05,ISABEL VELLOSO  JAVIER MUNERA,74
991,"la historia del ultimo de los panchos, el rompecorazones que encanto a rocio jurado",noticia,2021-03-05,ANDREA M ROSA DEL PINO,77
992,el camino de las bandas de musica valencianas para ser patrimonio de la humanidad,noticia,2021-03-05,EL MUNDO,86
993,"elecciones madrid, ultimas noticias | rita maestre define mas madrid como la ""alternativa al trumpismo madrileño"" del pp",noticia,2021-02-05,SARA POLO  JD M,73
994,"marianne faithfull: ""lo mio es el lado salvaje y bohemio""",noticia,2021-02-05,J F,81
995,"coronavirus españa hoy, noticias de ultima hora",noticia,2021-02-05,ISABEL VELLOSO  JAVIER MUNERA,70
996,"coronavirus españa hoy, noticias de ultima hora | sanidad notifica 9.135 nuevos casos y 136 muertes; la incidencia baja a 229",noticia,2021-01-05,ESTHER MUCIENTES | CRISTBAL TOLEDO,74
997,el pp negocia con el pnv una alternativa al estado de alarma de pedro sanchez,noticia,2021-04-30,JUANMA LAMET,70
998,"la tragedia del monte meron: ""es un milagro que no hubiera ocurrido antes""",noticia,2021-04-30,SAL EMERGUI,70
999,decenas de muertos y un centenar de heridos en una avalancha en una festividad religiosa masiva en el monte meron al norte de israel,noticia,2021-04-30,SAL EMERGUI,70
